,text,sentiment
7530,"RT @Kadzis: Thoughts on the #GOPDebate from @reillyadam and me via #TheScrum. http://t.co/h4QBM6W3yI Not unlike ""Hunger Games"" minus Jennif…",Neutral
7531,"RT @SupermanHotMale: I lived here in Florida for 8 years under Jeb w bush and I swear, no more... #GopDebates",Negative
7532,As far as individual performances at #GOPDebate I don't think it's a stretch to say @CarlyFiorina won the 1st. No one broke out of the 2nd.,Neutral
7533,Must drink wine before engaging in #GOPDebates haha.,Neutral
7534,"""Trump is the human version of a cankle"" @TheRealOdeya #GOPDebates",Negative
7535,#GOPDebate made me so pumped for politics over the next year #noshame #republicansunite,Positive
7536,"After insulting women $ the LGBT community, I'm not sure I can handle these guys talking about social issues in the next round. #GOPDebates",Negative
7537,RT @TimSullivanMA: Take a close look. This pic is amazing. Everything about it #GOPDebate http://t.co/LaonlLAlWo,Positive
7538,Please leave #Jesus out of the #GOPDebates,Negative
7539,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…",Positive
7540,Can we declare bankruptcy to China? #Trump #GOPdebates,Neutral
7541,RT @siobhan_ogrady: The most important thing you'll see tonight. #GOPDebate http://t.co/40GJtBJOB5,Negative
7542,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,Negative
7543,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,Negative
7544,RT @goodasyou: Are they going to host a literal wedding ceremony between God and the state? #GOPDebate,Neutral
7545,"""Stay tuned for closing statements, final thoughts, and God."" And then I turned off the TV, I'm good. #GOPDebates",Negative
7546,"What #GOPDebate? I saw a Q and A session, nothing exciting, same old, same old",Negative
7547,"@bullriders1 @Olivianuzzi @daveweigel The #GOPDebate was better than I thought it'd be, though candidates finessed issues with sound bytes.",Positive
7548,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,Negative
7549,Summary is the #GOPDebate: Status quo shit show,Negative
7550,GOP Debate News - Trump Shocks GOP Faithful - http://t.co/X9otKzlY5O - #GOPDebate #DonaldTrump,Negative
7551,RT @carmengoblue: It is like Miss America meets Jerry Springer. #gopdebate,Negative
7552,RT @goldietaylor: Commercial break! #GOPDebates http://t.co/NdE2oeJLmH,Neutral
7553,RT @monaeltahawy: Can someone tell me why Ben Carson is carrying water for people who will barely let him speak? Racism much? #GOPDebates,Negative
7554,RT @Mike_Thoms: If there's one thing to take away from last night's #GOPDebate it's that improv comedy is alive and well,Negative
7555,"RT @toddstarnes: Megyn Kelly: ""Would you really let a mother die rather than have an abortion?” Are you freaking kidding me? #GOPDebate",Negative
7556,Floyd5689: Loved watching the #GOPDebate last night! We need realDonaldTrump to #MakeAmericagreatagain. #inspiration,Positive
7557,Jeb Bush more like please just stop #GOPDebates,Negative
7558,"Planned parenthood is performing half birth abortions, that is immoral, unconstitutional, and unethical #GOPdebates",Negative
7559,Please ask him about the illegal immigrants that work for him #GOPDebates,Negative
7560,RT @foxnation: .@KennedyNation Asks Clinton Spokeswoman 'WHERE IS THE SERVER?' http://t.co/znS4H8klxb #GOPDebate http://t.co/kbJhqAc68x,Neutral
7561,"RT @PhoenixWomanMN: @LanceMannion No. He lied like a rug, but at least he lied coherently.  #Jeb can't even do that, it turns into word sal…",Negative
7562,Last night's #GOPDebate was the most-watched primary debate in history.,Neutral
7563,Last night’s #GOPDebate had talk of God and Gays but what about the Guns? The only lives that seem to matter to that bunch is the unborn.,Negative
7564,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
7565,"RT @Popehat: #GOPDebates Kelly: ""I really want to get to a question from Facebook.""  Yes. That's the problem.",Negative
7566,On my way to the studio -- about to appear on @CNN to discuss last night's #GOPDebate. Tune in!,Neutral
7567,"RT @bgittleson: ICYMI: This is the ""crowded field"" embodied in one photo. #GOPDebate  https://t.co/r2aKyIRxib",Neutral
7568,RT @CarlosGil83: Back in the day with @MarcoRubio when he was running for U.S. Senate. #GOPDebate #TBT http://t.co/pZ96mmlt9t,Neutral
7569,RT @annleary: When did it become acceptable to have God be a topic in political debates in this country?  #GOPDebates #shameful,Negative
7570,RT @SeaBassThePhish: S/O to the GOP for being proud of defeating teachers union even though they just wanted higher wages #GOPDebate,Negative
7571,.@WSJ and here is what viewers actually listened to during the #GOPDebate: http://t.co/ictHu0QKXK http://t.co/7CgVSd2LoQ,Neutral
7572,"RT @YorksKillerby: #GOPDebate Also notable how not 1 candidate, not really even Trump, went after Bush.",Negative
7573,"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates",Positive
7574,"For she today that sheds
her blood w/me
shall be my sister tomorrow?
http://t.co/F3Ptx48fuI

#BlackLivesMatter
#GOPDebate 
#JonVoyage 
@XXL",Neutral
7575,"RT @CarolHello1: #1 Donald Trump🇺🇸Ted Cruz #2

Even @NYT Repulsed

 ""NOT A #GOPDebate: An Inquisition!""

http://t.co/6Gt58AhdOf

@theblaze …",Negative
7576,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",Negative
7577,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
7578,"The only good news out of #GOPDebacle/#GOPDebate is, hopefully it's the beginning of the end of @tedcruz and ""Dr"" @RandPaul.",Negative
7579,So we are going to wrap the #GOPDebates up without talking about the environment or gun violence?,Negative
7580,"RT @sallykohn: Every thought of running for president? You offer same substantive, thoughtful critiques as in #GOPDebate  https://t.co/l597…",Negative
7581,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,Negative
7582,"Say, ""Bibi."" C'mon. You know you want to. #GOPDebates",Neutral
7583,A GOP candidate who respects all - Gov John Kaisch #SameSexMarriage #GOPDebates,Positive
7584,@JohnKasich didn't back away from Ohio's #Medicaid expansion during last night's #GOPDebate.  Msg: Don't oppose expansion based on ideology.,Positive
7585,"How can you purport to be Christian (""Love Thy Neighbor"") yet verbally eviscerate your opponents? #GOPDebate",Negative
7586,@loudobbsnews #dobbs #GOPdebates I LIKE @GovMikeHuckabee,Positive
7587,Kniw whats even more disturbing than @FoxNews agenda against #Trump @ #GOPDebate? That a mysoginistic narcissist is polling as a frontrunner,Negative
7588,Funniest thing you'll read today. #GOPDebate https://t.co/oU6bza7or4,Neutral
7589,I bet on Politics clearly will stick to sports...Gender of next president-female! http://t.co/tb7XX3EZqs #GOPDebate http://t.co/B9BcThYBVv,Neutral
7590,"When a candidate comes out and says the winner of the #GOPDebate was a member of the other party, that's not good. It just happened.",Negative
7591,"It's true that I avoided live-tweeting the #GOPDebate. Indeed, I had to stop watching. But I do appreciate that they talked about hugging.",Neutral
7592,"RT @ali: I've compiled a chart based on polling rank versus time allotted to speak at the #GOPDebate. Walker, Paul most robbed http://t.co/…",Negative
7593,RT @jaymelee1: Do I attempt to listen to the #gopdebate while driving or might it impair my judgement?,Negative
7594,"Didn't catch the #GOPDebates last night. Who won, Phil Robertson or Ted Nugent?",Neutral
7595,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP",Negative
7596,"I know more young people in the 18-30 range who watched the full #GOPDebate last night than middle-aged or seniors. #GenerationApathy, huh?",Neutral
7597,"RT @SupermanHotMale: One crash of the economy is way more than we want again, no thanks!!! #GopDebates #JEB",Negative
7598,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",Positive
7599,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,Negative
7600,"@megynkelly KILLED it last night, and @realDonaldTrump came off as his normal petulant, name calling, thin-skinned self. #GOPDebate",Negative
7601,"@billmaher oh, that's what I did wrong.....not get drunk prior to watching the #GOPDebates",Neutral
7602,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
7603,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
7604,"#GOPDebates

OH God ... How shall we Fucker Up the Bible tonight?

http://t.co/UzpmKFOSyQ

.@rudepundit .@JohnFugelsang #UniteBIue #p2 #TCOT",Negative
7605,RT @annleary: When did it become acceptable to have God be a topic in political debates in this country?  #GOPDebates #shameful,Negative
7606,RT @ExtremeLiberal: Is God going to be like the Co-president or something? #GOPDebate,Negative
7607,"#HillaryClinton takes selfie with #KimKardashian, #KanyeWest during #GOPDebate http://t.co/6JyS4iVVkE … … http://t.co/e8jH6TilTs",Neutral
7608,Off to see @RandPaul.  Anything in particular you want me to ask him?  #GOPDebate #Decision2016,Neutral
7609,RT @zellieimani: Men deciding what women can or cannot do with their bodies. World history in a nutshell. #GOPDebate,Negative
7610,@FrankLuntz #GOPDebate focus group looked like it might be a Luntz family renunion! Real @realDonaldTrump supporters are LOL at you! #joke,Negative
7611,"RT @ChuckNellis: I said the other day that every time Carly speaks Hillary pees a little, still true. #GOPDebate",Neutral
7612,Any SANE person was impressed w/the Quality of the Moderators at #GOPDebates. But Agenda Driven Haters gotta HATE.  https://t.co/3dc47McBht,Negative
7613,"NOT A FAN OF #FoxNews @megynkelly but she deserves better than to be called BIMBO by #lDonaldTrump for doing her job

#GOPDebate #UniteBlue",Positive
7614,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,Negative
7615,"RT @jphoganorg: After #GOPDebate #FeelTheBern can step over fallen #Hillary2016
#Justice #FBI #FEC to dissect too of 22nd Amendment: http:/…",Positive
7616,"#gopdebate @realDonaldTrump trying to make this whole process a reality show one hatred filled tweet at a time, you were and still are awful",Negative
7617,RT @TexasHumor: Tamales would be my Secretary of State because people will do anything for tamales. #TexMexDiplomacy #GOPdebate http://t.co…,Neutral
7618,He won that debate but if you are even considering voting for that piece of trash you need to be evaluated. #GOPDebate #Trump,Negative
7619,Regardless of who you think won the #GOPDebate the real loser was all of us.,Negative
7620,#gopdebates @BillHemmer thank God the early debate was handled professionally and without SHOCK value soundbite personal advancement for FOX,Positive
7621,Not a senior nor a junior at the #GOPDebate last night was fit for the presidency. #StraightTalk What MSM does not have the guts to say.,Negative
7622,Who's the real illegal alien #GOPDebate - Farrakhan on #Election2016  Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,Negative
7623,"RT @aurabogado: Half an hour into it, Donald Trump has made it clear he hates: women, immigrants, reporters, and leaders. #GOPDebate",Negative
7624,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,Negative
7625,RT @rachelmartinart: I wonder if the #GOPDebate will address actual solutions for climate change and clean energy. #DebateWithBernie,Negative
7626,"RT @renomarky: ☑ never watch #KellyFile again

1. #GOPDebate questions 
2. Pandering to @DWStweets 
3. Making it about ratings not🇺🇸 http:/…",Negative
7627,RT @b140tweet: Rip  #AnnRichards... She has it right.. We needed her for President #GOPDEBATES #STOPRUSH http://t.co/uw5AXjzMXC,Positive
7628,"RT @abbijacobson: Shiiiittt, it's tough to say who is making me more horny. #GOPDebate",Positive
7629,This might be the biggest problem with our budget maybe kind of (does not include VA benefits) #GOPDebates http://t.co/PiJKAW96i1,Negative
7630,RT @seanhannity: .@JohnKasich: “I’ve always been underestimated.” #GOPDebate #Hannity,Neutral
7631,RT @SpacePlankton: I really hope Shelli gets evicted then they announce a twist that brings Jason back. #GOPDebate,Negative
7632,#gopdebate Made for great TV. If I was a Repub I'd want Kasich/Rubio (or Fiorina) but I'm not so I don't.,Negative
7633,RT @smdabbs: #Huckabee seriously can't go a debate or interview without mentioning pimps and/or prostitutes. #GOPDebates,Negative
7634,RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates 🇺🇸,Negative
7635,RT @OniLordAsmodeus: @GiuseppeIV ...and to his campaign announcements.  #GOPDebate,Negative
7636,".@mtaibbi Drink rule changes for the next #GOPDebate. Drink every time you hear the following: #15 - ""amnesty"" and #16 - ""radical Islam.""",Negative
7637,#GOPDebate: Fox News tries to dump the #Trump. http://t.co/MuSxkU53Ol http://t.co/2Ha71jFRp1,Neutral
7638,Camilo fires up the crowd outside Slymans. #GOPDebate http://t.co/2mLt8kWdPZ,Neutral
7639,"“@Drudge_Report_: #Moderators dominate speaking time at #GOPdebate: 31.7%... http://t.co/jsX9GBxg0j”

Strike four!",Neutral
7640,@DomenicoNPR @MediaEqualizer crazy that Cruz only got 3 mins at debate #gopdebate,Neutral
7641,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",Positive
7642,"Two debates, one winner: Carly http://t.co/piewA1JCcc #Carly2016 #GOPDebate",Positive
7643,"What ever you think of @realDonaldTrump, He’s resilient as hell and a straight shooter

 http://t.co/eiWb8vWmel

#GOPDebate #GOPDebates",Positive
7644,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",Neutral
7645,RT @blogbooktours: Lindsey Graham has never met a war he's afraid to send your kids to. #gopdebate via @JohnFugelsang #FF,Neutral
7646,Wait did he say Pimps and Prostitutes #GopDebates,Negative
7647,"RT @TroothBooth: The moderators were childish, disrespectful, flippant and inflammatory. Shame on @FoxNews.

@Kilmeade @sdoocy @ehasselbeck…",Negative
7648,"#GOPDebate made me think about who'd I want to listen to &amp; see on my TV every day? Walker, Carson, Kasich, Huckabee -Yes Hillary, Carly-NO",Positive
7649,"#TRUMP2016 #GOPDEBATES  Trump is stealing the show, despite even moderators showing they are bias. He speaks the truth. Finally.  GO DONALD!",Positive
7650,The only commentary needed for last night's #GOPDebate: @sorkinese. #westwing ftw! :),Positive
7651,@CarlyFiorina Runs Circles Around Chris Matthews Over Hillary’s Record https://t.co/KGwEXWjbsy @bassalid @FreeBeacon #GOPDebate,Negative
7652,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,Positive
7653,"RT @coach_tricia: @realDonaldTrump I was on the streets talking to people before the debate. Afterwards, the word on the street and inside:…",Positive
7654,@DerrickBMartin: Stand-outs #GOPDebate   1.@marcorubio 2.@CarlyFiorina 3.@tedcruz 4.@RealBenCarson 5.@RickSantorum,Positive
7655,"RT @chrisgeidner: Three Republicans were asked about marriage equality, said nothing bad about gay couples. http://t.co/UjtwNczoNY #GOPDeba…",Neutral
7656,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",Negative
7657,Now we're asking them if they talk to God?  #GOPDebates,Neutral
7658,RT @KLSouth: @FrankLuntz ...you have no credibility frank. #GOPDebate,Negative
7659,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,Negative
7660,"RT @RavingRaver: My response when @megynkelly tried to call @realDonaldTrump a sexist: ""CAN'T STUMP THE TRUMP!"" #GOPDebate",Negative
7661,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
7662,.@megynkelly doesn't like @realDonaldTrump or @AnnCoulter. I wonder why. #AntiWhites FORCE #immigration/#assimilation. #GOPdebate #FoxNews,Negative
7663,"Jeb Bush said it perfectly ""Hillary, *scoffs* give me a break"" 
#GOPDebates",Negative
7664,RT @ksmash: Do I choose @Jeopardy or #GOPdebate? Why even ask....Jeopardy all the way.,Negative
7665,I bet Rand Paul consults Todd Palin on the best place to service his snowmobile when he visits AK #GOPDebate,Neutral
7666,"Rush Limbaugh ""Fox News made the debate seem like there is a Republican war on women.""  #EpicFail #FoxNews #GOPDebate",Neutral
7667,"per #GOPdebate, Trump believes it's merely ""politically correct"" not MORALLY RIGHT to treat women as equals.",Negative
7668,@bustle @brosandprose I think this is my favorite #GOPDebate GIF yet,Neutral
7669,"Wow apparently Trump got even more whiny and defensive after the debate. No class. Big mouth. Yeah, great presidential material. #GOPDebate",Negative
7670,#GOPdebates Kasich deserves more airtime!,Positive
7671,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
7672,RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates 🇺🇸,Negative
7673,"Ummmm, where was this discussed at the #GOPDebate ? @SpeakerBoehner",Neutral
7674,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,Negative
7675,RT @SupermanHotMale: I'm popeye the sailor man... #GopDebates http://t.co/4jO4UQng89,Neutral
7676,".@paolo_sf
FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina
#GOPDebate #morningjoe http://t.co/ygMGbAvqut",Negative
7677,@megynkelly you don't speak for me as a woman! Zero respect for you tonight.  #GOPDebates #FOXNEWSDEBATE,Negative
7678,"I'm psychic.

#GOPDebates http://t.co/WxAF0QVhI5",Neutral
7679,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…,Negative
7680,RT @justJr: Rand Paul before tonight's infamous hair makeover. #GOPDebate http://t.co/Tl8B5QA0ho,Negative
7681,RT @jncatron: The only candidate who stood out in any way was @realDonaldTrump. Even the unhniged lunatics were bland and colorless about i…,Negative
7682,"Same mistakes #Republicans have always made, they still make tonight- not pandering to the feelings of female voters. #GOPDebates",Negative
7683,This is what George Bush should take to heart #GOPDebate http://t.co/cSagYbaejh,Neutral
7684,"RT @bgluckman: ""I went to a gay wedding,"" is the new ""I have a Black friend."" #GOPDebate",Negative
7685,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,Negative
7686,"The real voice of the #GOP in the #GOPDebate was @realDonaldTrump. @FoxNews don't be mad, he's only parroting what you have been sying 4yrs.",Negative
7687,😩RT @Rik_FIair: X___X RT @kvxrdashian: when you leave the Republican Party and become a Democrat. #GOPDebate http://t.co/d3wg0Dmyyb,Negative
7688,RT Cheryl_Now: Amen! This gentleman definitely has my vote. Love him and what he stands for. #GOPDebate #onpoint #… https://t.co/aNzmdIOrVe,Positive
7689,"Smartest &amp; wisest man in the room last night barely got any speaking time, I'm a little salty about that #GOPDebate @RealBenCarson",Positive
7690,"@debrahendrix @Mellynjess 
Me2.
Failed CEO says former FLOTUS/ US Senator/ US SOS is a ""liar"" &amp; media decides she won #GOPdebate.
smh",Negative
7691,"RT @RossDaniel7: @DWStweets on Kelly File seemed like she was mentally unstable. Typical ""Socialist Democrat"" #GOPDebates.",Negative
7692,RT @STEEL5757: 🎀 #DonaldTrump Plaza Casino #TeddyBear Plush in #Tuxedo 🎀 http://t.co/QHTTX0PLDG 🎀 #CoolStuff #GOPDebate http://t.co/QJUnzjY…,Neutral
7693,These #GOPDebates are a joke and the whole world is laughing at them rn,Negative
7694,RT @bruce_bishop: CNN reporter Dana Bash has a camera balanced on her head while interviewing John Kasich @danabashcnn #gopdebate http://t.…,Neutral
7695,"Megyn - Did you call #Trump2016 names?
Bush - Not me!
Megyn - Ok! 

Seriously??? Crucify him like you do Trump!
#GOPDebates #Biased",Negative
7696,Last night's #GOPDebate proved everything we already knew about the white patriarchal elitist homophobic party the GOP is.,Negative
7697,RT @ThePatriot143: You Don't have to support Trump to realize that every question was delivered in a Backhanded manner #GOPDebate http://t.…,Neutral
7698,RT @valzarya: Everyone go watch the #GOPDebate story on @Snapchat. Who needs @FoxNews when you have snaps?,Negative
7699,"Cruz has class &amp; truth, that gets my vote! #GOPDebate",Positive
7700,The Fox News #GOPDebate moderators ran the show last night exactly the way RNC Chairman @Reince instructed. http://t.co/Ie55TXbvnP,Negative
7701,"RT @AmnaKhalid: “If I have to monitor a mosque, I’ll monitor a mosque,” declaims Sen Lindsay Graham. That’s the rhetoric that wins GOP hear…",Positive
7702,"RT @JHoganGidley: Goodbye #Cleveland, OH.
Hello #Greenville, SC. 
After @GovMikeHuckabee crushes #GOPDebate, the campaign continues. http:/…",Positive
7703,RT @ayeedxnny: It's shocking that there are people out there who are supporting Donald Trump's ideas on running the country  cmon he's a jo…,Negative
7704,I heard a rumor that several of the republican candidates used @Brainscape to prepare for the first #GOPdebate 🇺🇸📲😎,Neutral
7705,The #GOPDebate is actually terrifying. These are real people that could have real power and are bonafide racists and sexists.,Negative
7706,RT @Desdemona4U: It was unfathomable that @megynkelly would ask Wasserman-Schultz to do a postmortem on the #GOPDebates. #SURREAL https://t…,Negative
7707,Marco Rubio Briefly Backed Immigration Reform Then Privately Berated DREAMers http://t.co/We77QdT3Kt #GOPDebate http://t.co/R406NpVEx5,Negative
7708,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Negative
7709,RT @ThatsJustBogus: The day after the #GOPDebate a man who is mean to everybody is complaining about everybody being mean to him. #TrumpThe…,Negative
7710,No mention of climate change at #GOPdebate?,Negative
7711,RT @RWSurferGirl: A big problem facing Democrats will be how to get Hillary sober long enough for her to debate? #toot #GOPDebates,Negative
7712,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,Neutral
7713,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,Negative
7714,"women, serving openly gay and now #transgender in the military are just social experiments according to @GovMikeHuckabee #GOPDebate #late",Negative
7715,The only proper attire for a #GOPDebate watch party with your… https://t.co/6ZpQrFsUhR,Neutral
7716,"GOP keep hurling attacks on teachers and unions. Might be because unions and teachers back the Democrats, and Dems back them. #GOPDebates",Negative
7717,RT @msgoddessrises: FTW Ron. You nailed it he came close to telling Megyn to shut up. #Trump #GOPDebates  https://t.co/2U15vmQLUD,Negative
7718,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,Negative
7719,"Where could I watch #GOPDebate again besides Fox?
Fox stream quality is terrible!",Negative
7720,They are trying to keep Rand Paul out of the debate like they did with his father. #GOPDebate #tcot #tlot http://t.co/cst2rRdnL7,Negative
7721,"@BernieSanders gained over 10,000 followers in 2 hours simply for live tweeting the #GOPDebate. Hmm...he must have something to say. #Bernie",Negative
7722,RT @BONNIELYNN2015: #GOPDebate. My impression but i could be wrong http://t.co/uBw1sfgKzh,Neutral
7723,"RT @TeaPainUSA: Marco Rubio: ""Why vote for someone successful like Hillary Clinton when you can vote for me?"" #GOPDebate",Negative
7724,Social issues next. Dis will be goooood #GOPDebates,Positive
7725,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative
7726,"Lost in all the insanity of the #GOPDebate was how FoxNews was completely shilling for the GOP, not pretending to be impartial. #Shocked",Negative
7727,"""Who the fuck is John Kasich?"" #GOPDebate",Negative
7728,It's fascinating to see the post-post #GOPDebate analysis this morning. I'm wondering if all these commentators watched the same thing I did,Negative
7729,Early numbers suggest record audience for first #GOPDebate #Walker16 http://t.co/w96zq1aRUH via @CNNMoney,Positive
7730,"Because Fox News didn't ask Trump any REAL questions, I still don't know if he's as good as people think he is. #GOPDebate #FoxDebate",Negative
7731,“Radical Islamic terrorism…” Really Cruz? I cannot. #GOPDebate,Negative
7732,"RT @CecileRichards: Hope &amp; the American Dream: For women, this means building the future they choose. The #GOPDebate was all about taking a…",Negative
7733,Ben Carson doesn't talk trash. Mature speaker of truth. Maturity and strength on display at #GOPDebates #FOXNEWSDEBATE #WinBenWin,Positive
7734,"@SMShow  @frangeladuo  #GOPDebate Gave ""No Fucks"" About #BlackLivesMatter http://t.co/IuwKYlUdMg",Negative
7735,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
7736,"Good night for Fiorina, Rubio, Carson, Huckabee #gopdebates",Neutral
7737,"Trump wants a ""big beautiful door"" in a wall for immigration. This door is on his fly. #GOPDebate #Wives",Negative
7738,Judging by the # of people that tuned in last night I'd say @HillaryClinton is shaking in her pantsuit. Ppl are tied of the dems  #GOPDebate,Neutral
7739,RT @steinhauserNH1: 2016 Watch: @NH1News back at #PHL less than 24 hours later. #NH bound after Cleveland #GOPDebates #nhpolitics #fitn htt…,Neutral
7740,"“@msgoddessrises: Maybe three! Kasich, Bush, Trump #GopDebates  https://t.co/4oFtErX4Ci” wouldn't surprise me.",Neutral
7741,Donald Trump is an even bigger bully than Chris Christie. I'm astonished. #GOPDebates,Negative
7742,RT @Bipartisanism: A message to the #GOPDebate candidates: http://t.co/WFK5CmVgiN,Negative
7743,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
7744,So @realDonaldTrump attacks anyone that doesn't agree with him??? Isn't that what Obama does. #GOPDebate #tcot,Negative
7745,Anger Bear stayed up too late and was throwing things around in his bedroom. No video games for him today. #GOPdebate http://t.co/qRAZyJWzEZ,Negative
7746,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
7747,"I would have to give the first debate to 1. Gov. Huckabee, 2. Marco Rubio. 3.Rand Paul.  #GOPDebates",Positive
7748,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Neutral
7749,"RT @cestMa1: Sitting on a veranda in India, reading debate comments on twitter. I WIN. #GOPDebates",Neutral
7750,"RT @b140tweet: @ZonkerPA 
A rare view from behind the stage at the #GOPDebate  A behind the scene look at candidates.. #GOPDEBATES http://t…",Negative
7751,The First #GOPDebate: Social Media Reaction and More http://t.co/sBvY8iiruF,Neutral
7752,"Someone at CNN said that last night's #GOPDebate should've ""gone full reality TV with celebrity judges and a gong."" Hilarious!",Negative
7753,@JonathanHoenig I thought this may be a reference to SOME candidates BS in the #GOPDebate last night ;),Neutral
7754,"So @berniesanders is watching #gopdebates on television, and his staff is livetweeting what he yells at the TV: https://t.co/YwVEnORhgf",Neutral
7755,Todd Palin &amp; Rand Paul have closed down a Senor Frogs in Puerto Vallarta together after a day of rigorous jet skiing #GOPDebate,Neutral
7756,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative
7757,"Walker on @foxandfriends this a.m., says he wishes he had more time to talk #IranDeal at #GOPDebate last night: https://t.co/9eQnw2wcld",Neutral
7758,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9,Negative
7759,"RT @mkdclsn: 29 RTs for truth, doing what you say. https://t.co/0RiaOiPYkQ Join @tedcruz's fight: http://t.co/qUSaXyQqVn #GOPDebate #RSR15",Positive
7760,Here is a more meaningful (but not necessarily sillier) discussion than last night's  #GOPDebate... http://t.co/dqbkVEYzCo,Negative
7761,#GOPDebate being Politically Correct has nothing to do with Bad Manners.,Neutral
7762,"RT @jeffchu: ""I created a culture of life in my state."" —@JebBush, former Gov of Florida, which executed 21 people during his term in offic…",Negative
7763,"RT @SupermanHotMale: Hey Chris Wallace, These guys have a better plan than President Obama? Make the popcorn kids, this is going to be stup…",Negative
